Depmap ID,Expression Public 24Q4,Cell Line Name,Primary Disease,Lineage,Lineage Subtype
ACH-001574,6.73267622307331,MOLM14,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001577,6.989025440631378,MUTZ8,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001578,0.4854268271702416,NCCIT,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-001591,0.3448284969974411,NCIH1417,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-001598,0.632268215499513,NCIH295R,Adrenocortical Carcinoma,Adrenal Gland,Adrenocortical Carcinoma
ACH-001603,0.0840642647884745,NH12,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001605,0.2630344058337938,NO10,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001607,5.620586410451877,NOZ,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001608,4.7527485914071335,NP2,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001609,3.40735275114004,NP3,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001610,3.777156666004501,NP5,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001611,4.687060688339892,NP8,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001613,6.015247773698937,OCIAML4,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001616,0.6415460290875237,OCILY18,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001617,0.2265085298086797,OCILY7,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001618,5.8562387598970815,OCIM2,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001619,3.534808661231747,OCUG1,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001622,3.3757345385831563,ONDA7,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001623,4.462052318796433,ONDA8,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001624,2.035623909730721,ONDA9,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001625,4.792855352362489,OSC19,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001626,4.556429415449573,OSC20,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001627,4.376429311069923,P4E6,Non-Cancerous,Prostate,Non-Cancerous
ACH-001628,3.729008870337863,PEA1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001630,4.69655030107857,PEO1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001632,4.747924416238441,PEO4,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001634,4.143230134776893,PGA1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001636,0.0,RAMOS,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001638,1.1699250014423124,RCK8,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001641,4.630521963471638,SAT,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001642,5.902797157880231,SCC3,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001645,3.990954860396993,SEKI,Melanoma,Skin,Melanoma
ACH-001647,6.388706169226381,SHI1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001648,4.549053029337288,SHMAC4,Non-Cancerous,Prostate,Non-Cancerous
ACH-001649,6.106013237622119,SHMAC5,Non-Cancerous,Prostate,Non-Cancerous
ACH-001650,4.682011390800694,SISO,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001651,4.583759753639499,SKGI,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001652,3.4867143730307024,SKGII,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001653,2.8155754288625725,SKGT2,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001654,3.765534746362977,SKGT4,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001655,3.2249663650002742,SKN,Uterine Sarcoma/Mesenchymal,Uterus,Uterine Sarcoma/Mesenchymal
ACH-001656,5.674969030624974,SKNO1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001662,2.137503523749935,SNU2372,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001664,0.2141248053528473,SNU638,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001667,4.177917792195843,SUCCS1,Clear Cell Sarcoma,Soft Tissue,Clear Cell Sarcoma
ACH-001668,0.2141248053528473,SUSA,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-001669,3.671293372481576,TANOUE,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001670,4.552131108253784,TASK1,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001671,0.3334237337251918,TERA1,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-001672,0.5360529002402097,TERA2,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-001673,1.9708536543404835,TFK1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001674,0.0,TGW,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001676,0.6229303509201767,TY82,"Head and Neck Carcinoma, Other",Head and Neck,"Head and Neck Carcinoma, Other"
ACH-001677,2.794935662803536,U2904,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001678,0.0285691521967709,U2940,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001679,2.2720231890610485,U2973,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001680,0.2509615735332187,U698M,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001683,3.872828759534885,UACC3133,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001684,5.482848283068465,UCSDAML1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001685,5.66760832567372,UHO1,Hodgkin Lymphoma,Lymphoid,Hodgkin Lymphoma
ACH-001686,0.2509615735332187,ULA,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001687,2.833902076669163,UMRC3,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001688,3.939226577728209,UMRC7,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001690,3.7676547982373454,UPCISCC026,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001691,4.303050084681673,UPCISCC029A,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001692,4.827310943949667,UPCISCC040,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001693,5.002252451731379,UPCISCC072,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001694,5.783980413683795,UPCISCC074,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001695,5.044394119358453,UPCISCC099,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001696,4.423578170981798,UPCISCC111,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001697,2.582556003014061,UPCISCC114,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001698,2.2600256559614555,UPCISCC116,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001699,3.2539892662307865,UPCISCC131,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001700,5.315783574589461,UPCISCC172,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001701,4.254745197629213,UPCISCC200,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001702,3.855989697308481,VAESBJ,Epithelioid Sarcoma,Soft Tissue,Epithelioid Sarcoma
ACH-001703,0.5260688116675876,VAL,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001704,5.528571318870758,VMRCMELG,Melanoma,Skin,Melanoma
ACH-001705,3.990954860396993,VP267,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001707,3.62993940943954,WAOSEL,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001708,4.07724299893246,WSUFSCCL,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001709,0.3895668117627256,WSUNHL,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-001711,1.91456452349394,PFSK1,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001712,6.077456652400588,HS860T,Osteosarcoma,Bone,Osteosarcoma
ACH-001715,4.645009884391095,CAL72,Osteosarcoma,Bone,Osteosarcoma
ACH-001716,0.0,GOTO,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001719,1.4222330006830477,OCIC4P,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001735,4.502712485966061,SEMK2,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001736,6.322829497628894,HB1119,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001737,5.8804406478879,CTV1DM,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-001740,0.722466024471091,RH28,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001743,3.9354597478052895,RC2,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001745,2.877744249949002,RHJT,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001750,4.8718436485093175,TTC442,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001751,4.916954278953217,RH36,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001765,0.925999418556223,RH4,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001786,4.898692072560488,SNU1544,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001791,1.9107326619029128,LPS6,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001793,6.496334513417112,LPS27,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001794,6.010779838753242,93T449,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001795,4.380590934265922,94T778,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001796,3.0789513413948217,95T1000,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001799,4.739308070860385,LPS141,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001802,4.719731056749852,LPS853,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001804,1.459431618637297,LPS510,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001807,5.521364878446219,LPS067,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001813,6.154007947559024,C242,Osteosarcoma,Bone,Osteosarcoma
ACH-001814,2.877744249949002,OS252,Osteosarcoma,Bone,Osteosarcoma
ACH-001817,6.524815928357506,C393,Osteosarcoma,Bone,Osteosarcoma
ACH-001818,6.415657274159,C396,Osteosarcoma,Bone,Osteosarcoma
ACH-001819,3.430285272977781,MFM223,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001820,1.8439838440483265,COLO824,"Breast Neoplasm, NOS",Breast,"Breast Neoplasm, NOS"
ACH-001828,1.3785116232537298,HCC1739BL,Non-Cancerous,Lymphoid,Non-Cancerous
ACH-001834,3.144046369616707,ICC10,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001835,1.956056652412403,ICC106,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001836,4.832890014164741,ICC108,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001838,3.3476656563009706,ICC12,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001839,3.713695814843359,ICC137,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001841,3.448900951145128,ICC15,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001842,5.786334980416971,ICC2,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001843,0.925999418556223,ICC3,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001844,0.933572638261024,ICC4,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001845,2.839959587489532,ICC5,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001846,2.823749360308273,ICC6,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001847,5.833649127594984,ICC7,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001848,4.862947248020921,ICC8,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001849,3.455491620628468,ICC9,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001850,6.032321287057878,G415,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001852,5.487036080031899,HKGZCC,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001853,4.579542224936903,KMCH1,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma,Liver,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma
ACH-001854,5.899417348675079,MMNK1,Non-Cancerous,Biliary Tract,Non-Cancerous
ACH-001855,4.561326136453918,OZ,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001856,1.0772429989324606,RBE,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001857,5.567119487951671,SG231,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001858,3.8268026842858265,SSP25,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001861,4.75595576955096,TGBC1TKB,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001862,5.960465374102548,TGBC52TKB,Ampullary Carcinoma,Ampulla of Vater,Ampullary Carcinoma
ACH-001863,3.665620164066381,TKKK,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001864,4.640967910449898,YSCCC,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001949,4.67072705449947,MAMEL46,Melanoma,Skin,Melanoma
ACH-001953,4.644433152406245,MAMEL27,Melanoma,Skin,Melanoma
ACH-001959,0.1890338243900171,CCLP1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001960,4.754887502163468,CCSW1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001961,5.197314999473818,GB2,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001970,4.538538163629804,MM253,Melanoma,Skin,Melanoma
ACH-001971,4.349789870241872,MM466,Melanoma,Skin,Melanoma
ACH-001972,4.23035674505615,MM473,Melanoma,Skin,Melanoma
ACH-001973,5.156639310692087,MM485,Melanoma,Skin,Melanoma
ACH-001974,1.263034405833794,MM537,Melanoma,Skin,Melanoma
ACH-001975,5.017031080527841,MM576,Melanoma,Skin,Melanoma
ACH-001976,5.590362488463746,MM603,Melanoma,Skin,Melanoma
ACH-001977,4.546585829008101,NO36,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001978,4.319039815562536,NZM1,Melanoma,Skin,Melanoma
ACH-001979,6.169323753239866,NZM11,Melanoma,Skin,Melanoma
ACH-001980,2.788685710613534,NZM12,Melanoma,Skin,Melanoma
ACH-001981,4.297191416565856,NZM2,Melanoma,Skin,Melanoma
ACH-001982,1.9523335663696857,NZM3,Melanoma,Skin,Melanoma
ACH-001983,5.117695042669754,NZM30,Melanoma,Skin,Melanoma
ACH-001984,6.136683577697236,NZM4,Melanoma,Skin,Melanoma
ACH-001985,4.560103513464738,NZM40,Melanoma,Skin,Melanoma
ACH-001986,0.7484612330040357,NZM42,Melanoma,Skin,Melanoma
ACH-001987,6.968436404334788,NZM43,Melanoma,Skin,Melanoma
ACH-001988,3.694880192799191,NZM5,Melanoma,Skin,Melanoma
ACH-001989,5.505890929729957,NZM6,Melanoma,Skin,Melanoma
ACH-001990,1.2141248053528475,NZM7,Melanoma,Skin,Melanoma
ACH-001991,0.0,NZOV9,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001992,5.66760832567372,ONE58,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001993,3.2479275134435857,NALM16,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001994,0.1243281350022017,ICC16,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001996,4.968090752045256,ICC18,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001997,3.039138393906958,ECC2,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001999,5.19377174339668,9505BIK,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002001,3.831877241191673,A375SKINCJ1,Melanoma,Skin,Melanoma
ACH-002002,3.986410935252045,A375SKINCJ2,Melanoma,Skin,Melanoma
ACH-002003,3.725741156503952,A375SKINCJ3,Melanoma,Skin,Melanoma
ACH-002004,4.701549056943071,UACC62SKINCJ1,Melanoma,Skin,Melanoma
ACH-002005,3.125981653854716,SKMEL19,Melanoma,Skin,Melanoma
ACH-002010,6.014578464922892,MP41,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002011,5.671010241278451,MP46,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002013,4.402585758232587,MM28,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002014,4.983221650742669,MEL270,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002015,4.019701914442548,MEL285,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002016,3.388189537156084,MEL290,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002017,2.2357270598380583,OMM1,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002018,4.424250286084049,OMM25,Ocular Melanoma,Eye,Ocular Melanoma
ACH-002019,4.334139178838237,HOKUG,Glassy Cell Carcinoma of the Cervix,Cervix,Glassy Cell Carcinoma of the Cervix
ACH-002020,4.596935142387232,SKGIIIA,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-002021,0.6415460290875237,T3M3,Gestational Trophoblastic Disease,Uterus,Gestational Trophoblastic Disease
ACH-002023,3.856985689782205,TGBC18TKB,Ampullary Carcinoma,Ampulla of Vater,Ampullary Carcinoma
ACH-002024,0.2016338611696504,ECC4,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002025,1.4436066514756145,TT1TKB,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-002026,3.414135532984451,HHUA,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-002027,4.249445341085838,HOUAI,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-002029,4.0522419811811385,SAS,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002033,5.277612870756686,HMMME,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-002034,0.0840642647884745,T3M11,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-002035,4.276496665640356,LCAM1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-002038,3.241840183564671,HSKTC,"Ovarian Cancer, Other",Ovary/Fallopian Tube,"Ovarian Cancer, Other"
ACH-002039,3.6507645591169022,PK8,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-002040,4.157852169141737,HMVII,Mucosal Melanoma of the Vulva/Vagina,Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina
ACH-002041,4.517905553529951,HOTHC,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-002042,2.341985747228616,T3M5,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002043,3.840966704487421,CA922,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002044,0.2141248053528473,HSQ89,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002045,2.7311832415722,HO1U1,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-002046,5.643278996311979,HTMMT,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-002047,6.278356528010724,HIRSBM,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-002048,4.878725341480106,RMSYM,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-002050,5.519479002307236,HTST,Extra Gonadal Germ Cell Tumor,Other,Extra Gonadal Germ Cell Tumor
ACH-002051,0.0,LU134A,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-002052,0.9107326619029126,LU139,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-002055,0.01435529297707,TL1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-002059,0.879705766282288,P30OHK,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-002060,4.011674533380918,MY,Acute Leukemias of Ambiguous Lineage,Myeloid,Acute Leukemias of Ambiguous Lineage
ACH-002061,5.37016428054021,P2URK562,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-002062,1.0426443374084935,SLVL,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-002065,6.755688776852708,HSPSS,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002066,3.645009884391095,HSSCH2,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor
ACH-002067,4.064365540263628,NOS1,Osteosarcoma,Bone,Osteosarcoma
ACH-002069,3.797012977836145,HSOS1,Osteosarcoma,Bone,Osteosarcoma
ACH-002070,6.077670274232752,HKBMM,Meningothelial Tumor,CNS/Brain,Meningothelial Tumor
ACH-002074,1.9297909977185972,LU143,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-002075,2.16349873228288,LU138,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-002077,0.5360529002402097,LU165,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-002080,0.4329594072761062,TN2,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-002084,5.295355692891673,MMAC,Melanoma,Skin,Melanoma
ACH-002170,1.263034405833794,NCIH1688,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-002214,5.331275267146615,BC1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-002215,5.9770509061106125,BC3,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-002283,1.550900664647523,NB5,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-002290,7.157346935362843,NKM1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-002291,0.1110313123887439,NTERA2CLD1,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-002399,4.396433531250992,21NT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-002401,6.298841573112032,21MT2,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-002403,4.554588851677638,CCLFMELM0001T,Melanoma,Skin,Melanoma
ACH-002404,3.2265085298086795,CCLFMELM0002T,Melanoma,Skin,Melanoma
ACH-002405,4.797531839571962,CCLFMELM0003T,Melanoma,Skin,Melanoma
ACH-002409,2.176322772640463,CCLFNEURO0006T,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-002419,3.3103401206121505,CCLFOVPA0001T,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-002431,3.488000770834068,CCLFPEDS0014T1,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-002433,5.13709360897494,CCLFPEDS0019T,Osteosarcoma,Bone,Osteosarcoma
ACH-002435,4.757556688939453,CCLFPEDS0022T,Wilms' Tumor,Kidney,Wilms' Tumor
ACH-002438,5.674121632632394,CCLFPEDS0026T,Wilms' Tumor,Kidney,Wilms' Tumor
ACH-002440,1.01435529297707,CCLFTHYR0008T,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer
ACH-002446,4.23189316164533,CCLFUPGI0005T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-002458,4.785550551739256,HT144SKINFV1,Melanoma,Skin,Melanoma
ACH-002459,5.232660756790275,HT144SKINFV3,Melanoma,Skin,Melanoma
ACH-002460,5.083638879250706,HT144SKINFV2,Melanoma,Skin,Melanoma
ACH-002461,4.134220939760634,RVH421SKINFV1,Melanoma,Skin,Melanoma
